,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
257,IndiGo,6E-354/283,"Thu, Feb 24",Mumbai,Kolkata,6h 30m,1 Stop,"3,842"
258,IndiGo,6E-5312/283,"Thu, Feb 24",Mumbai,Kolkata,8h 30m,1 Stop,"3,842"
259,IndiGo,6E-354/944,"Thu, Feb 24",Mumbai,Kolkata,9h 55m,1 Stop,"3,842"
260,IndiGo,6E-5398,"Mon, Jan 24",Mumbai,Coimbatore,1h 45m,Non Stop,"2,600"
261,IndiGo,6E-878,"Mon, Jan 24",Mumbai,Coimbatore,1h 50m,Non Stop,"2,600"
262,IndiGo,6E-136/782,"Mon, Jan 24",Mumbai,Coimbatore,4h 55m,1 Stop,"2,600"
263,IndiGo,6E-136/238,"Mon, Jan 24",Mumbai,Coimbatore,6h 35m,1 Stop,"2,600"
264,IndiGo,6E-5393/7067,"Mon, Jan 24",Mumbai,Coimbatore,6h 45m,1 Stop,"2,600"
265,IndiGo,6E-5338/6992,"Mon, Jan 24",Mumbai,Coimbatore,7h 00m,1 Stop,"2,600"
266,IndiGo,6E-5316/857,"Mon, Jan 24",Mumbai,Coimbatore,7h 30m,1 Stop,"2,600"
267,IndiGo,6E-6293/6992,"Mon, Jan 24",Mumbai,Coimbatore,7h 45m,1 Stop,"2,600"
268,IndiGo,6E-136/927,"Mon, Jan 24",Mumbai,Coimbatore,9h 05m,1 Stop,"2,600"
269,IndiGo,6E-112/6992,"Mon, Jan 24",Mumbai,Coimbatore,10h 40m,1 Stop,"2,600"
270,Go First,G8-336,"Mon, Jan 24",Mumbai,Kochi,2h 10m,Non Stop,"2,165"
271,Air Asia,I5-423,"Mon, Jan 24",Mumbai,Kochi,1h 55m,Non Stop,"2,166"
272,Air India,AI-681,"Mon, Jan 24",Mumbai,Kochi,2h 05m,Non Stop,"2,166"
273,IndiGo,6E-5214,"Mon, Jan 24",Mumbai,Kochi,1h 55m,Non Stop,"2,246"
274,IndiGo,6E-6301,"Mon, Jan 24",Mumbai,Kochi,1h 55m,Non Stop,"2,246"
275,IndiGo,6E-5396,"Mon, Jan 24",Mumbai,Kochi,2h 00m,Non Stop,"2,246"
276,Go First,G8-347,"Mon, Jan 24",Mumbai,Kochi,1h 55m,Non Stop,"2,342"
277,IndiGo,6E-5204/6445,"Mon, Jan 24",Mumbai,Kochi,8h 45m,1 Stop,"3,751"
278,IndiGo,6E-5391/6445,"Mon, Jan 24",Mumbai,Kochi,10h 30m,1 Stop,"3,751"
279,Go First,G8-383/812,"Mon, Jan 24",Mumbai,Kochi,8h 40m,1 Stop,"3,752"
280,Go First,G8-398,"Mon, Dec 27",Mumbai,Bangalore,1h 45m,Non Stop,"2,125"
281,Go First,G8-325,"Mon, Dec 27",Mumbai,Bangalore,1h 45m,Non Stop,"2,125"
282,IndiGo,6E-5316,"Mon, Dec 27",Mumbai,Bangalore,1h 35m,Non Stop,"2,126"
283,Air Asia,I5-942,"Mon, Dec 27",Mumbai,Bangalore,1h 40m,Non Stop,"2,126"
284,Air Asia,I5-338,"Mon, Dec 27",Mumbai,Bangalore,1h 45m,Non Stop,"2,126"
285,IndiGo,6E-112,"Mon, Dec 27",Mumbai,Bangalore,1h 50m,Non Stop,"2,126"
286,IndiGo,6E-5204,"Mon, Dec 27",Mumbai,Bangalore,1h 50m,Non Stop,"2,126"
287,Vistara,UK-845,"Mon, Dec 27",Mumbai,Bangalore,1h 50m,Non Stop,"2,247"
288,IndiGo,6E-6293,"Mon, Dec 27",Mumbai,Bangalore,1h 40m,Non Stop,"2,346"
289,IndiGo,6E-331,"Mon, Dec 27",Mumbai,Bangalore,1h 45m,Non Stop,"2,346"
290,IndiGo,6E-5388,"Tue, Jan 4",Mumbai,Indore,1h 20m,Non Stop,"1,899"
291,Air India,AI-635,"Tue, Jan 4",Mumbai,Indore,1h 20m,Non Stop,"1,901"
292,IndiGo,6E-6222,"Tue, Jan 4",Mumbai,Indore,1h 20m,Non Stop,"2,268"
293,IndiGo,6E-225,"Tue, Jan 4",Mumbai,Indore,1h 05m,Non Stop,"2,583"
294,IndiGo,6E-176,"Tue, Jan 4",Mumbai,Indore,1h 15m,Non Stop,"2,583"
295,Vistara,UK-986/913,"Tue, Jan 4",Mumbai,Indore,8h 45m,1 Stop,"4,299"
296,Vistara,UK-950/913,"Tue, Jan 4",Mumbai,Indore,9h 35m,1 Stop,"4,299"
297,Vistara,UK-988/913,"Tue, Jan 4",Mumbai,Indore,10h 35m,1 Stop,"4,299"
298,Vistara,UK-996/913,"Tue, Jan 4",Mumbai,Indore,13h 00m,1 Stop,"4,299"
299,Vistara,UK-988/911,"Tue, Jan 4",Mumbai,Indore,23h 00m,1 Stop,"4,299"
300,SpiceJet,SG-3010/388,"Tue, Jan 4",Bangalore,Kolkata,15h 10m,1 Stop,"3,104"
301,Air India,AI-776,"Tue, Jan 4",Bangalore,Kolkata,2h 35m,Non Stop,"3,393"
302,SpiceJet,SG-517,"Tue, Jan 4",Bangalore,Kolkata,2h 30m,Non Stop,"3,595"
303,SpiceJet,SG-401,"Tue, Jan 4",Bangalore,Kolkata,2h 35m,Non Stop,"3,595"
304,IndiGo,6E-6572,"Tue, Jan 4",Bangalore,Kolkata,2h 30m,Non Stop,"3,597"
305,IndiGo,6E-172,"Tue, Jan 4",Bangalore,Kolkata,2h 35m,Non Stop,"3,597"
306,IndiGo,6E-146,"Tue, Jan 4",Bangalore,Kolkata,2h 40m,Non Stop,"3,597"
307,IndiGo,6E-6339,"Tue, Jan 4",Bangalore,Kolkata,2h 40m,Non Stop,"3,597"
308,IndiGo,6E-455,"Tue, Jan 4",Bangalore,Kolkata,2h 40m,Non Stop,"3,597"
309,IndiGo,6E-201,"Tue, Jan 4",Bangalore,Kolkata,2h 40m,Non Stop,"3,597"
310,IndiGo,6E-852/7329,"Tue, Jan 18",Bangalore,Jaipur,7h 50m,1 Stop,"3,189"
311,IndiGo,6E-6067/6638,"Tue, Jan 18",Bangalore,Jaipur,6h 15m,1 Stop,"3,294"
312,IndiGo,6E-2514/369,"Tue, Jan 18",Bangalore,Jaipur,6h 20m,1 Stop,"3,294"
313,IndiGo,6E-2053/5088,"Tue, Jan 18",Bangalore,Jaipur,7h 15m,1 Stop,"3,294"
314,IndiGo,6E-6212/319,"Tue, Jan 18",Bangalore,Jaipur,8h 05m,1 Stop,"3,294"
315,IndiGo,6E-5007/5088,"Tue, Jan 18",Bangalore,Jaipur,8h 40m,1 Stop,"3,294"
316,IndiGo,6E-2053/7403,"Tue, Jan 18",Bangalore,Jaipur,8h 50m,1 Stop,"3,294"
317,IndiGo,6E-6491/6638,"Tue, Jan 18",Bangalore,Jaipur,9h 30m,1 Stop,"3,294"
318,IndiGo,6E-541/319,"Tue, Jan 18",Bangalore,Jaipur,9h 50m,1 Stop,"3,294"
319,IndiGo,6E-5007/7403,"Tue, Jan 18",Bangalore,Jaipur,10h 15m,1 Stop,"3,294"
320,Go First,G8-808,"Sun, Dec 26",Bangalore,Lucknow,2h 20m,Non Stop,"6,186"
321,IndiGo,6E-6353,"Sun, Dec 26",Bangalore,Lucknow,2h 35m,Non Stop,"6,186"
322,IndiGo,6E-6269/515,"Sun, Dec 26",Bangalore,Lucknow,6h 20m,1 Stop,"6,502"
323,IndiGo,6E-6477,"Sun, Dec 26",Bangalore,Lucknow,2h 25m,Non Stop,"6,711"
324,IndiGo,6E-196,"Sun, Dec 26",Bangalore,Lucknow,2h 30m,Non Stop,"6,711"
325,IndiGo,6E-451,"Sun, Dec 26",Bangalore,Lucknow,2h 30m,Non Stop,"6,711"
326,Go First,G8-518/681,"Sun, Dec 26",Bangalore,Lucknow,14h 15m,1 Stop,"6,755"
327,Go First,G8-116/188,"Sun, Dec 26",Bangalore,Lucknow,10h 15m,1 Stop,"7,068"
328,Go First,G8-146/2509,"Sun, Dec 26",Bangalore,Lucknow,14h 00m,2 Stop(s),"7,068"
329,Go First,G8-116/2609,"Sun, Dec 26",Bangalore,Lucknow,14h 35m,1 Stop,"7,068"
330,SpiceJet,SG-531/8184,"Tue, Jan 4",Bangalore,New Delhi,9h 40m,1 Stop,"2,960"
331,SpiceJet,SG-531/8937,"Tue, Jan 4",Bangalore,New Delhi,22h 40m,1 Stop,"2,960"
332,SpiceJet,SG-3010/8108,"Tue, Jan 4",Bangalore,New Delhi,18h 45m,1 Stop,"2,989"
333,Air Asia,I5-1731/738,"Tue, Jan 4",Bangalore,New Delhi,5h 35m,1 Stop,"3,758"
334,Air Asia,I5-1426/732,"Tue, Jan 4",Bangalore,New Delhi,7h 20m,1 Stop,"3,861"
335,IndiGo,6E-426/672,"Tue, Jan 4",Bangalore,New Delhi,5h 50m,1 Stop,"3,919"
336,IndiGo,6E-426/2617,"Tue, Jan 4",Bangalore,New Delhi,8h 00m,1 Stop,"3,919"
337,Go First,G8-283/174,"Tue, Jan 4",Bangalore,New Delhi,8h 40m,1 Stop,"4,016"
338,IndiGo,6E-232/2617,"Tue, Jan 4",Bangalore,New Delhi,5h 15m,1 Stop,"4,067"
339,IndiGo,6E-232/2344,"Tue, Jan 4",Bangalore,New Delhi,8h 10m,1 Stop,"4,067"
340,SpiceJet,SG-517/4025,"Thu, Dec 30",Bangalore,Guwahati,15h 05m,1 Stop,"3,375"
341,SpiceJet,SG-401/4025,"Thu, Dec 30",Bangalore,Guwahati,26h 15m,1 Stop,"3,375"
342,SpiceJet,SG-517/4031,"Thu, Dec 30",Bangalore,Guwahati,25h 55m,1 Stop,"3,809"
343,Go First,G8-791/295,"Thu, Dec 30",Bangalore,Guwahati,11h 30m,1 Stop,"4,720"
344,IndiGo,6E-6572/572,"Thu, Dec 30",Bangalore,Guwahati,6h 55m,1 Stop,"4,767"
345,IndiGo,6E-952/6623,"Thu, Dec 30",Bangalore,Guwahati,7h 35m,1 Stop,"4,767"
346,IndiGo,6E-455/6344,"Thu, Dec 30",Bangalore,Guwahati,8h 10m,1 Stop,"4,767"
347,IndiGo,6E-975/6623,"Thu, Dec 30",Bangalore,Guwahati,9h 15m,1 Stop,"4,767"
348,IndiGo,6E-6339/6344,"Thu, Dec 30",Bangalore,Guwahati,10h 15m,1 Stop,"4,767"
349,Air Asia,I5-992/541,"Thu, Dec 30",Bangalore,Guwahati,7h 30m,1 Stop,"4,772"
350,Air Asia,I5-941,"Fri, Feb 25",Bangalore,Mumbai,1h 40m,Non Stop,"2,202"
351,Air Asia,I5-1561,"Fri, Feb 25",Bangalore,Mumbai,1h 45m,Non Stop,"2,202"
352,IndiGo,6E-332,"Fri, Feb 25",Bangalore,Mumbai,2h 00m,Non Stop,"2,202"
353,Air Asia,I5-334,"Fri, Feb 25",Bangalore,Mumbai,2h 00m,Non Stop,"2,202"
354,IndiGo,6E-6257/5207,"Fri, Feb 25",Bangalore,Mumbai,3h 55m,1 Stop,"2,202"
355,IndiGo,6E-7257/5339,"Fri, Feb 25",Bangalore,Mumbai,5h 20m,1 Stop,"2,202"
356,IndiGo,6E-113/5215,"Fri, Feb 25",Bangalore,Mumbai,5h 50m,1 Stop,"2,202"
357,IndiGo,6E-6445/349,"Fri, Feb 25",Bangalore,Mumbai,6h 15m,1 Stop,"2,202"
358,IndiGo,6E-537/903,"Fri, Feb 25",Bangalore,Mumbai,6h 20m,1 Stop,"2,202"
359,IndiGo,6E-886/903,"Fri, Feb 25",Bangalore,Mumbai,7h 15m,1 Stop,"2,202"
360,IndiGo,6E-806,"Mon, Feb 7",Bangalore,Goa,1h 15m,Non Stop,"2,600"
361,Air Asia,I5-1782,"Mon, Feb 7",Bangalore,Goa,1h 15m,Non Stop,"2,600"
362,IndiGo,6E-682,"Mon, Feb 7",Bangalore,Goa,1h 20m,Non Stop,"2,600"
363,IndiGo,6E-194,"Mon, Feb 7",Bangalore,Goa,1h 20m,Non Stop,"2,600"
364,IndiGo,6E-6345,"Mon, Feb 7",Bangalore,Goa,1h 20m,Non Stop,"2,600"
365,IndiGo,6E-161,"Mon, Feb 7",Bangalore,Goa,1h 20m,Non Stop,"2,600"
366,IndiGo,6E-309,"Mon, Feb 7",Bangalore,Goa,1h 25m,Non Stop,"2,600"
367,Air Asia,I5-818,"Mon, Feb 7",Bangalore,Goa,1h 35m,Non Stop,"2,600"
368,Go First,G8-285,"Mon, Feb 7",Bangalore,Goa,1h 25m,Non Stop,"2,790"
369,IndiGo,6E-6875/6162,"Mon, Feb 7",Bangalore,Goa,7h 15m,1 Stop,"2,790"
370,SpiceJet,SG-768,"Sat, Jan 1",Bangalore,Patna,1h 55m,Non Stop,"3,641"
371,Go First,G8-274,"Sat, Jan 1",Bangalore,Patna,2h 25m,Non Stop,"3,641"
372,IndiGo,6E-485,"Sat, Jan 1",Bangalore,Patna,2h 35m,Non Stop,"3,641"
373,Go First,G8-873,"Sat, Jan 1",Bangalore,Patna,2h 40m,Non Stop,"3,641"
374,IndiGo,6E-255,"Sat, Jan 1",Bangalore,Patna,2h 45m,Non Stop,"3,641"
375,IndiGo,6E-484/425,"Sat, Jan 1",Bangalore,Patna,9h 00m,1 Stop,"5,178"
376,IndiGo,6E-6257/425,"Sat, Jan 1",Bangalore,Patna,10h 00m,1 Stop,"5,178"
377,IndiGo,6E-6178/6719,"Sat, Jan 1",Bangalore,Patna,10h 25m,1 Stop,"5,178"
378,IndiGo,6E-537/425,"Sat, Jan 1",Bangalore,Patna,5h 55m,1 Stop,"5,439"
379,IndiGo,6E-886/425,"Sat, Jan 1",Bangalore,Patna,6h 50m,1 Stop,"5,439"
380,Vistara,UK-897,"Thu, Feb 24",Bangalore,Hyderabad,1h 00m,Non Stop,"1,798"
381,Air Asia,I5-1983,"Thu, Feb 24",Bangalore,Hyderabad,1h 05m,Non Stop,"1,798"
382,IndiGo,6E-6257,"Thu, Feb 24",Bangalore,Hyderabad,1h 10m,Non Stop,"1,798"
383,IndiGo,6E-484,"Thu, Feb 24",Bangalore,Hyderabad,1h 10m,Non Stop,"1,798"
384,Air Asia,I5-1576,"Thu, Feb 24",Bangalore,Hyderabad,1h 10m,Non Stop,"1,798"
385,IndiGo,6E-6491,"Thu, Feb 24",Bangalore,Hyderabad,1h 10m,Non Stop,"1,798"
386,Air Asia,I5-410,"Thu, Feb 24",Bangalore,Hyderabad,1h 20m,Non Stop,"1,798"
387,IndiGo,6E-886,"Thu, Feb 24",Bangalore,Hyderabad,1h 20m,Non Stop,"1,798"
388,Air Asia,I5-972,"Thu, Feb 24",Bangalore,Hyderabad,1h 20m,Non Stop,"1,798"
389,IndiGo,6E-6067,"Thu, Feb 24",Bangalore,Hyderabad,1h 30m,Non Stop,"1,798"
390,IndiGo,6E-6067/7283,"Wed, Jan 5",Bangalore,Vijayawada,4h 40m,1 Stop,"3,200"
391,IndiGo,6E-484/7211,"Wed, Jan 5",Bangalore,Vijayawada,4h 50m,1 Stop,"3,200"
392,IndiGo,6E-6257/7211,"Wed, Jan 5",Bangalore,Vijayawada,5h 50m,1 Stop,"3,200"
393,IndiGo,6E-484/7298,"Wed, Jan 5",Bangalore,Vijayawada,7h 50m,1 Stop,"3,200"
394,IndiGo,6E-6491/7283,"Wed, Jan 5",Bangalore,Vijayawada,7h 55m,1 Stop,"3,200"
395,IndiGo,6E-6257/7298,"Wed, Jan 5",Bangalore,Vijayawada,8h 50m,1 Stop,"3,200"
396,IndiGo,6E-537/7298,"Wed, Jan 5",Bangalore,Vijayawada,4h 45m,1 Stop,"3,671"
397,IndiGo,6E-886/7298,"Wed, Jan 5",Bangalore,Vijayawada,5h 40m,1 Stop,"3,671"
398,IndiGo,6E-6178/7201,"Wed, Jan 5",Bangalore,Vijayawada,7h 50m,1 Stop,"3,677"
399,IndiGo,6E-684/7201,"Wed, Jan 5",Bangalore,Vijayawada,9h 40m,1 Stop,"3,677"
400,SpiceJet,SG-732,"Thu, Jan 6",Hyderabad,Chennai,1h 15m,Non Stop,"1,788"
401,IndiGo,6E-531,"Thu, Jan 6",Hyderabad,Chennai,1h 10m,Non Stop,"1,789"
402,Air Asia,I5-510,"Thu, Jan 6",Hyderabad,Chennai,1h 15m,Non Stop,"1,789"
403,IndiGo,6E-668,"Thu, Jan 6",Hyderabad,Chennai,1h 15m,Non Stop,"1,789"
404,IndiGo,6E-6174,"Thu, Jan 6",Hyderabad,Chennai,1h 15m,Non Stop,"1,789"
405,IndiGo,6E-6216,"Thu, Jan 6",Hyderabad,Chennai,1h 15m,Non Stop,"1,789"
406,IndiGo,6E-6007,"Thu, Jan 6",Hyderabad,Chennai,1h 15m,Non Stop,"1,789"
407,IndiGo,6E-6151,"Thu, Jan 6",Hyderabad,Chennai,1h 20m,Non Stop,"1,789"
408,IndiGo,6E-514,"Thu, Jan 6",Hyderabad,Chennai,1h 30m,Non Stop,"1,789"
409,IndiGo,6E-102,"Thu, Jan 6",Hyderabad,Chennai,1h 30m,Non Stop,"1,789"
410,IndiGo,6E-6358/856,"Thu, Feb 17",Hyderabad,Lucknow,8h 55m,1 Stop,"2,829"
411,IndiGo,6E-6893/811,"Thu, Feb 17",Hyderabad,Lucknow,7h 35m,1 Stop,"3,587"
412,IndiGo,6E-165/811,"Thu, Feb 17",Hyderabad,Lucknow,9h 25m,1 Stop,"3,587"
413,IndiGo,6E-827/451,"Thu, Feb 17",Hyderabad,Lucknow,8h 25m,1 Stop,"3,768"
414,IndiGo,6E-949/6353,"Thu, Feb 17",Hyderabad,Lucknow,9h 05m,1 Stop,"3,768"
415,Air India,AI-543/811,"Thu, Feb 17",Hyderabad,Lucknow,8h 20m,1 Stop,"3,788"
416,Air India,AI-840/411,"Thu, Feb 17",Hyderabad,Lucknow,11h 25m,1 Stop,"3,788"
417,Air India,AI-541/411,"Thu, Feb 17",Hyderabad,Lucknow,16h 00m,1 Stop,"3,788"
418,Air India,AI-840/431,"Thu, Feb 17",Hyderabad,Lucknow,17h 10m,1 Stop,"3,788"
419,Go First,G8-509,"Thu, Feb 17",Hyderabad,Bangalore,1h 00m,Non Stop,"1,802"
420,Air Asia,I5-974,"Tue, Dec 28",Hyderabad,Bangalore,1h 05m,Non Stop,"1,802"
421,Air Asia,I5-1541,"Tue, Dec 28",Hyderabad,Bangalore,1h 10m,Non Stop,"1,802"
422,Vistara,UK-898,"Tue, Dec 28",Hyderabad,Bangalore,1h 10m,Non Stop,"1,802"
423,Go First,G8-517,"Tue, Dec 28",Hyderabad,Bangalore,1h 15m,Non Stop,"1,802"
424,IndiGo,6E-949,"Tue, Dec 28",Hyderabad,Bangalore,1h 15m,Non Stop,"1,802"
425,IndiGo,6E-887,"Tue, Dec 28",Hyderabad,Bangalore,1h 20m,Non Stop,"1,802"
426,IndiGo,6E-151,"Tue, Dec 28",Hyderabad,Bangalore,1h 20m,Non Stop,"1,802"
427,IndiGo,6E-413,"Tue, Dec 28",Hyderabad,Bangalore,1h 30m,Non Stop,"1,802"
428,Air Asia,I5-1518,"Tue, Dec 28",Hyderabad,Bangalore,1h 10m,Non Stop,"1,913"
429,Air India,AI-840,"Tue, Dec 28",Hyderabad,New Delhi,2h 10m,Non Stop,"2,276"
430,Air India,AI-559,"Thu, Feb 24",Hyderabad,New Delhi,2h 15m,Non Stop,"2,276"
431,Air India,AI-541,"Thu, Feb 24",Hyderabad,New Delhi,2h 15m,Non Stop,"2,276"
432,Air India,AI-543,"Thu, Feb 24",Hyderabad,New Delhi,2h 30m,Non Stop,"2,276"
433,Air Asia,I5-766,"Thu, Feb 24",Hyderabad,New Delhi,4h 15m,1 Stop,"2,851"
434,IndiGo,6E-938/2039,"Thu, Feb 24",Hyderabad,New Delhi,5h 15m,1 Stop,"3,193"
435,IndiGo,6E-6062/2021,"Thu, Feb 24",Hyderabad,New Delhi,5h 15m,1 Stop,"3,193"
436,IndiGo,6E-7136/5162,"Thu, Feb 24",Hyderabad,New Delhi,6h 55m,1 Stop,"3,193"
437,IndiGo,6E-982/2347,"Thu, Feb 24",Hyderabad,New Delhi,9h 55m,1 Stop,"3,193"
438,IndiGo,6E-938/6279,"Thu, Feb 24",Hyderabad,New Delhi,10h 40m,1 Stop,"3,193"
439,Air Asia,I5-361,"Thu, Feb 24",Hyderabad,Kolkata,2h 00m,Non Stop,"2,057"
440,Air Asia,I5-517,"Mon, Jan 24",Hyderabad,Kolkata,2h 05m,Non Stop,"2,057"
441,IndiGo,6E-668/6016,"Mon, Jan 24",Hyderabad,Kolkata,5h 35m,1 Stop,"2,057"
442,IndiGo,6E-514/6016,"Mon, Jan 24",Hyderabad,Kolkata,8h 25m,1 Stop,"2,057"
443,Go First,G8-625,"Mon, Jan 24",Hyderabad,Kolkata,1h 55m,Non Stop,"2,080"
444,Air India,AI-525,"Mon, Jan 24",Hyderabad,Kolkata,2h 05m,Non Stop,"2,395"
445,Go First,G8-123,"Mon, Jan 24",Hyderabad,Kolkata,1h 50m,Non Stop,"2,612"
446,IndiGo,6E-6358,"Mon, Jan 24",Hyderabad,Kolkata,2h 05m,Non Stop,"2,815"
447,IndiGo,6E-165,"Mon, Jan 24",Hyderabad,Kolkata,2h 10m,Non Stop,"2,815"
448,IndiGo,6E-6893,"Mon, Jan 24",Hyderabad,Kolkata,2h 10m,Non Stop,"2,815"
449,IndiGo,6E-2005,"Mon, Jan 24",Hyderabad,Tirupati,0h 55m,Non Stop,"2,080"
450,Air India,AI-542,"Mon, Jan 10",Hyderabad,Tirupati,1h 00m,Non Stop,"2,080"
451,SpiceJet,SG-4050,"Mon, Jan 10",Hyderabad,Tirupati,1h 15m,Non Stop,"2,080"
452,SpiceJet,SG-1075,"Mon, Jan 10",Hyderabad,Tirupati,1h 20m,Non Stop,"2,080"
453,SpiceJet,SG-3729,"Mon, Jan 10",Hyderabad,Tirupati,1h 20m,Non Stop,"2,080"
454,IndiGo,6E-7263,"Mon, Jan 10",Hyderabad,Tirupati,1h 40m,Non Stop,"2,080"
455,IndiGo,6E-7066,"Mon, Jan 10",Hyderabad,Tirupati,1h 40m,Non Stop,"2,080"
456,TruJet,2T-541/547,"Mon, Jan 10",Hyderabad,Tirupati,7h 10m,1 Stop,"2,500"
457,IndiGo,6E-7201/7251,"Mon, Jan 10",Hyderabad,Tirupati,4h 00m,1 Stop,"3,333"
458,IndiGo,6E-887/7257,"Mon, Jan 10",Hyderabad,Tirupati,6h 10m,1 Stop,"3,429"
459,IndiGo,6E-6433,"Mon, Jan 10",Hyderabad,Goa,1h 10m,Non Stop,"2,253"
460,Air Asia,I5-972,"Mon, Jan 24",Hyderabad,Goa,1h 20m,Non Stop,"2,253"
461,IndiGo,6E-992,"Mon, Jan 24",Hyderabad,Goa,1h 15m,Non Stop,"2,465"
462,IndiGo,6E-793,"Mon, Jan 24",Hyderabad,Goa,1h 20m,Non Stop,"2,465"
463,Go First,G8-571,"Mon, Jan 24",Hyderabad,Goa,1h 20m,Non Stop,"2,465"
464,Air Asia,I5-1517,"Mon, Jan 24",Hyderabad,Goa,1h 15m,Non Stop,"2,929"
465,Air Asia,I5-1541/818,"Mon, Jan 24",Hyderabad,Goa,6h 15m,1 Stop,"3,872"
466,Air Asia,I5-974/818,"Mon, Jan 24",Hyderabad,Goa,8h 50m,1 Stop,"3,872"
467,Air Asia,I5-1518/818,"Mon, Jan 24",Hyderabad,Goa,11h 15m,1 Stop,"3,872"
468,Air Asia,I5-1543/1782,"Mon, Jan 24",Hyderabad,Goa,7h 40m,1 Stop,"3,981"
469,SpiceJet,SG-160/3765,"Mon, Jan 24",Hyderabad,Dehradun,9h 50m,1 Stop,"3,921"
470,SpiceJet,SG-160/2033,"Tue, Dec 28",Hyderabad,Dehradun,12h 50m,1 Stop,"3,921"
471,SpiceJet,SG-160/2770,"Tue, Dec 28",Hyderabad,Dehradun,25h 45m,1 Stop,"4,768"
472,IndiGo,6E-6737/125,"Tue, Dec 28",Hyderabad,Dehradun,8h 25m,1 Stop,"5,344"
473,IndiGo,6E-6737/2017,"Tue, Dec 28",Hyderabad,Dehradun,11h 00m,1 Stop,"5,344"
474,IndiGo,6E-2511/125,"Tue, Dec 28",Hyderabad,Dehradun,5h 45m,1 Stop,"5,556"
475,IndiGo,6E-2511/2017,"Tue, Dec 28",Hyderabad,Dehradun,8h 20m,1 Stop,"5,556"
476,IndiGo,6E-2476/6034,"Tue, Dec 28",Hyderabad,Dehradun,11h 00m,1 Stop,"5,556"
477,IndiGo,6E-6684/6034,"Tue, Dec 28",Hyderabad,Dehradun,9h 40m,1 Stop,"5,871"
478,IndiGo,6E-982/515,"Tue, Dec 28",Hyderabad,Dehradun,6h 20m,1 Stop,"6,054"
479,IndiGo,6E-995,"Tue, Dec 28",Hyderabad,Ahmedabad,1h 45m,Non Stop,"2,346"
480,IndiGo,6E-216,"Tue, Dec 28",Hyderabad,Ahmedabad,1h 45m,Non Stop,"2,919"
481,Go First,G8-551,"Tue, Dec 28",Hyderabad,Ahmedabad,1h 40m,Non Stop,"3,403"
482,Air India,AI-616/637,"Tue, Dec 28",Hyderabad,Ahmedabad,10h 40m,1 Stop,"3,813"
483,IndiGo,6E-5369/5376,"Tue, Dec 28",Hyderabad,Ahmedabad,7h 35m,1 Stop,"3,832"
484,IndiGo,6E-199/6234,"Tue, Dec 28",Hyderabad,Ahmedabad,8h 40m,1 Stop,"3,832"
485,IndiGo,6E-132/6234,"Tue, Dec 28",Hyderabad,Ahmedabad,4h 10m,1 Stop,"3,948"
486,IndiGo,6E-5207/6234,"Tue, Dec 28",Hyderabad,Ahmedabad,6h 25m,1 Stop,"3,948"
487,IndiGo,6E-132/5392,"Tue, Dec 28",Hyderabad,Ahmedabad,7h 50m,1 Stop,"3,948"
488,IndiGo,6E-887/6772,"Tue, Dec 28",Hyderabad,Ahmedabad,7h 15m,1 Stop,"4,055"
489,IndiGo,6E-626/7967,"Tue, Dec 28",Hyderabad,Rajahmundry,5h 20m,1 Stop,"3,096"
490,IndiGo,6E-6366/7967,"Tue, Jan 18",Hyderabad,Rajahmundry,7h 15m,1 Stop,"3,096"
491,IndiGo,6E-879/7967,"Tue, Jan 18",Hyderabad,Rajahmundry,9h 20m,1 Stop,"3,096"
492,IndiGo,6E-7263/7202,"Tue, Jan 18",Hyderabad,Rajahmundry,7h 20m,1 Stop,"3,135"
493,TruJet,2T-143,"Tue, Jan 18",Hyderabad,Rajahmundry,1h 20m,Non Stop,"3,610"
494,IndiGo,6E-7228,"Tue, Jan 18",Hyderabad,Rajahmundry,1h 15m,Non Stop,"3,613"
495,IndiGo,6E-7123,"Tue, Jan 18",Hyderabad,Rajahmundry,1h 15m,Non Stop,"3,613"
496,IndiGo,6E-7118,"Tue, Jan 18",Hyderabad,Rajahmundry,1h 20m,Non Stop,"3,613"
497,IndiGo,6E-7293,"Tue, Jan 18",Hyderabad,Rajahmundry,1h 20m,Non Stop,"3,613"
498,IndiGo,6E-7311,"Tue, Jan 18",Hyderabad,Rajahmundry,1h 25m,Non Stop,"3,613"
499,Air India,AI-787,"Tue, Jan 18",Kolkata,Port Blair,2h 20m,Non Stop,"6,400"
500,Go First,G8-101,"Thu, Feb 24",Kolkata,Port Blair,2h 25m,Non Stop,"6,859"
501,SpiceJet,SG-8263,"Thu, Feb 24",Kolkata,Port Blair,2h 00m,Non Stop,"7,030"
502,Air India,AI-765/549,"Thu, Feb 24",Kolkata,Port Blair,17h 35m,1 Stop,"7,140"
503,IndiGo,6E-2106,"Thu, Feb 24",Kolkata,Port Blair,2h 25m,Non Stop,"7,329"
504,IndiGo,6E-6172/6305,"Thu, Feb 24",Kolkata,Port Blair,10h 30m,1 Stop,"7,494"
505,Air India,AI-765/551,"Thu, Feb 24",Kolkata,Port Blair,20h 45m,1 Stop,"7,980"
506,Vistara,UK-747,"Thu, Feb 24",Kolkata,Port Blair,2h 20m,Non Stop,"8,064"
